id,text_span,label,Arabic
722512241,"Taking the matter further, they warn, too, of the physical danger the pope’s disposition toward Islam invites, saying that it has resulted in Christians
not preparing for a confrontation with Islam",Appeal_to_fear-prejudice,"وبأخذ الأمر إلى أبعد من ذلك، يحذرون أيضا من الخطر المادي الذي يدعوه تصرف البابا تجاه الإسلام، قائلين إنه أدى إلى المسيحيين
لا تستعد لمواجهة الإسلام"
761674108,summertime soldier,"Name_Calling,Labeling",الجندي الصيفي
778664280,candid explanation,Loaded_Language,شرح صريح
761969038,Time is running out,Thought-terminating_Cliches,الوقت ينفد
701299732,these people will end up dying,Appeal_to_fear-prejudice,هؤلاء الناس سينتهي بهم الأمر بالموت
832913653,the American people,Flag-Waving,الشعب الأمريكي
785801366,jihadis,"Name_Calling,Labeling",الجهاديين
783702663,"For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled",Causal_Oversimplification,بالنسبة لفاجيولي، لن تكون استقالة بيرغوغليو لا يمكن تصورها فحسب، بل إن تطهير المثليين والمثليين جنسياً بيرغوغليو وأتباعه في الفاتيكان قد مكنت بشكل منهجي
737255982,praising Adolf Hitler as a “very great man,Loaded_Language,مدح أدولف هتلر باعتباره «رجل عظيم جدا»
738207834,charade of post-conciliar Catholicism,Loaded_Language,تمثيلية كاثوليكية ما بعد التوفيق
787085939,homicidal cop,Repetition,شرطي قاتل
789615291,the Dems,"Name_Calling,Labeling",ذا ديمز
729578579,who am I to judge him?,Thought-terminating_Cliches,من أنا لأحكم عليه؟
721890296,"Refugees Are Actually ""Muslim Invaders""",Appeal_to_Authority,اللاجئون هم في الواقع «غزاة مسلمون»
721406153,moral and canonical nonsense,Loaded_Language,هراء أخلاقي ومنطقي
763280007,preaching of hatred and jihad violence,Appeal_to_fear-prejudice,الوعظ بالكراهية وعنف الجهاد
754179642,public health emergency with international impact,Appeal_to_fear-prejudice,طوارئ الصحة العامة ذات التأثير الدولي
766632016,Inhuman and criminal annihilation runs in the veins of many in the West,Appeal_to_fear-prejudice,الإبادة اللاإنسانية والإجرامية تدور في عروق الكثيرين في الغرب
699142854,it won’t bring,Repetition,لن تجلب
770156173,tens of billions,Loaded_Language,عشرات المليارات
727634031,I had no way to see into his mind,Thought-terminating_Cliches,لم يكن لدي أي وسيلة لرؤية في ذهنه.
759468687,Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it,Causal_Oversimplification,وبالتالي فإن قتل الكفار لا يتعارض مع روح رمضان؛ بل يجسدها
782448403,lying,Doubt,الكذب
761610997,"""There is no Republican Party.
There's a Trump party,""",Black-and-White_Fallacy,"«لا يوجد حزب جمهوري.
هناك حزب ترامب،»"
762147609,dramatically,Loaded_Language,بشكل كبير
783702663,vanish into nowhere,Loaded_Language,تختفي في أي مكان
776049384,Influential,Repetition,مؤثر
783702663,"Faggioli’s argument demonstrates that neo-Catholicism has never been about making the authentic Faith more appealing to a “modern world” founded precisely on a rejection of the Church’s authority.
It is not about the Faith at all.
Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department",Causal_Oversimplification,"توضح حجة Faggioli أن الكاثوليكية الجديدة لم تكن أبدًا حول جعل الإيمان الأصيل أكثر جاذبية لـ «العالم الحديث» الذي أسس على وجه التحديد على رفض سلطة الكنيسة.
لا يتعلق الأمر بالإيمان على الإطلاق.
بدلاً من ذلك، إنها حركة أيديولوجية مكرسة للدفاع عن إنقاذ الوجه عن الفشل الكارثي في الابتكار الكنسي الذي أفسد العنصر البشري للكنيسة في كل قسم تقريبًا."
780414700,the Church needs now is more hatred,Loaded_Language,تحتاج الكنيسة الآن إلى المزيد من الكراهية
999000135,"We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized to the right, and we have to start doing something about them,” Lemon said.
“There is no travel ban on them… there is no white guy ban",Appeal_to_fear-prejudice,"علينا أن نتوقف عن تشويه صورة الناس وإدراك أن أكبر تهديد إرهابي في هذا البلد هو الرجال البيض، ومعظمهم متطرف إلى اليمين، وعلينا أن نبدأ في فعل شيء حيالهم».
«لا يوجد حظر على السفر عليهم... لا يوجد حظر على الرجل الأبيض"
786527921,made a giant difference,"Exaggeration,Minimisation",أحدثت فرقًا عملاقًا
707772906,sexual harassment is rampant in the halls of Congress”,"Exaggeration,Minimisation",التحرش الجنسي منتشر في قاعات الكونغرس»
706600938,"innovators who wish to dismantle the Sacred Chapel, destroy the universal flame of the Church, reject her ornaments and make her feel remorse for her historical past",Loaded_Language,المبتكرون الذين يرغبون في تفكيك الكنيسة المقدسة، وتدمير الشعلة العالمية للكنيسة، ورفض الحلي لها وجعلها تشعر بالندم على ماضيها التاريخي
725498022,unusually contrite,"Name_Calling,Labeling",يتناقض بشكل غير عادي
738207834,NewChurch mud,Loaded_Language,طين الكنيسة الجديدة
782086447,We must,Repetition,يجب علينا
701299732,alarming warnings,Appeal_to_fear-prejudice,تحذيرات مزعجة
763412406,agony and terror,Loaded_Language,العذاب والرعب
761897089,the known criminal,"Name_Calling,Labeling",المجرم المعروف
738442776,futile effort,Loaded_Language,جهد غير مجدي
728169864,barking,Loaded_Language,نباح
709732928,devastating,Loaded_Language,مدمر
757611486,forced,Loaded_Language,أجبر
798244842,because of a lack of credible information and plain truth within the mainstream,Causal_Oversimplification,بسبب نقص المعلومات الموثوقة والحقيقة الواضحة داخل التيار الرئيسي
790667730,blasted Democrats for their attacks on him,Loaded_Language,انتقد الديمقراطيين لهجماتهم عليه
790483991,"instead of taking the measures that every good pastor would have taken, the pope made McCarrick one of his principal agents in governing the Church, in regard to the United States, the Curia, and even China, as we are seeing these days with great concern and anxiety for that martyr Church",Doubt,بدلا من اتخاذ التدابير التي كان سيتخذها كل قس جيد، جعل البابا مكاريك أحد وكلائه الرئيسيين في حكم الكنيسة، فيما يتعلق بالولايات المتحدة، وكوريا، وحتى الصين، كما نرى هذه الأيام بقلق وقلق كبيرين على تلك الكنيسة الشهيدة
738207834,arch-conservative”…,"Name_Calling,Labeling",اللدود المحافظ»...
790483991,two homosexual “friends” of his dicastery,"Name_Calling,Labeling",اثنين من «أصدقاء» مثلي الجنس من ديكاستره
772836731,fair and square,Thought-terminating_Cliches,معرض ومربع
765385479,shocking interview,Loaded_Language,مقابلة صادمة
738442776,called her role in the torture programs of that era “extensive” and noted that at one point she ran a CIA “black site,Appeal_to_Authority,"و وصفت دورها في برامج التعذيب في تلك الحقبة بأنه «و اسع», و أشارت إلى أنها كانت تدير في مرحلة ما «موقعا أسود لوكالة المخابرات المركزية»"
798244842,elite,Repetition,النخبة
763260610,the leader of the Russia-gate frenzy,"Name_Calling,Labeling",زعيم جنون بوابة روسيا
999001280,He was their inside boy,Causal_Oversimplification,لقد كان ولدهم بالداخل
788726416,are in panic mode,Loaded_Language,في وضع الذعر
781672902,it is a conspiracy against President Trump and the American people,Flag-Waving,إنها مؤامرة ضد الرئيس ترامب والشعب الأمريكي
763280007,our people,Flag-Waving,شعبنا
728972961,You destroyed the Church.”,Repetition,لقد دمرت الكنيسة».
794141509,dubious,Doubt,مشكوك فيها
765385479,trying to clamp down,Loaded_Language,تحاول أن تضييق
783702663,"emerges mountainously into view, never to be buried again",Loaded_Language,يظهر جبليًا في الرؤية، ولن يتم دفنه مرة أخرى
769752554,Make American Great Again,Repetition,اجعل أمريكا رائعة مرة أخرى
761546223,well-rounded education,Repetition,تعليم جيد
999001619,"The Guardian has painted social media chiefly as a platform overrun by Russian trolls, arguing that this should justify ever-tighter restrictions that have so far curbed critical voices of the dissident left more than the right",Doubt,"وقد رسمت صحيفة الغارديان وسائل التواصل الاجتماعي بشكل رئيسي كمنصة تجاوزها المتصيدون الروس, بحجة أن هذا يجب أن يبرر قيودًا أكثر صرامة من أي وقت مضى والتي كبحت حتى الآن الأصوات الناقدة للمنشق اليسار أكثر من اليمين."
793467906,one of the worst swamp creatures in D.C,"Exaggeration,Minimisation",واحدة من أسوأ مخلوقات المستنقعات في العاصمة
771254016,torturing,Loaded_Language,تعذيب
762206044,ominously’ indifferent,Loaded_Language,غير مبال
770156173,decapitate,Loaded_Language,قطع رأس
701225819,hatemonger,"Name_Calling,Labeling",كاره
752287274,mocked,Loaded_Language,سخر
783702663,perhaps made the mistake of sleeping in the same bed with some seminarians at his beach house,"Exaggeration,Minimisation",ربما ارتكب خطأ النوم في نفس السرير مع بعض الإكليريكيين في منزله الشاطئي
737194975,President Trump’s Stalinist statements about taking guns first and worrying about due process later is the banner under which this is happening,"Bandwagon,Reductio_ad_hitlerum",تصريحات الرئيس ترامب الستالينية حول أخذ الأسلحة أولاً والقلق بشأن الإجراءات القانونية الواجبة لاحقًا هي الراية التي يحدث بموجبها هذا.
780414700,disgraceful,Loaded_Language,مشين
783702663,Bergoglio’s “trusted counselor,"Name_Calling,Labeling",مستشار بيرغوغليو الموثوق به
765197039,infidels,Repetition,كفار
832910505,"The Mueller Circus is Over, Long Live the Mueller Circus",Loaded_Language,سيرك مولر قد انتهى، يعيش سيرك مولر
777488669,"Suffering the penalty not only allows the criminal to render expiation to God and to society, but if accepted in Christ’s grace with due repentance, it preserves his soul from hell and eliminates much of his purgatory",Causal_Oversimplification,إن معاناة العقوبة لا تسمح للمجرم فقط بجعل الكفارة لله وللمجتمع، ولكن إذا تم قبوله في نعمة المسيح بالتوبة الواجبة، فإنه يحافظ على روحه من الجحيم ويزيل الكثير من المطهر
694327499,our intrepid presenters,"Name_Calling,Labeling",مقدمو العروض الجريء
738060046,"Meanwhile, the UK banned three bishops from areas of Iraq and Syria where Christians are persecuted from entering the country","Whataboutism,Straw_Men,Red_Herring",وفي الوقت نفسه، حظرت المملكة المتحدة ثلاثة أساقفة من مناطق العراق وسوريا حيث يتعرض المسيحيون للاضطهاد من دخول البلاد.
766632016,annihilated,Loaded_Language,إبادة
763280007,the future is ours and not yours,Slogans,المستقبل هو لنا وليس لك
783702663,fretted,Loaded_Language,محبط
766632016,annihilated,Repetition,إبادة
779309765,Shame,Repetition,عار
788056108,unspeakable,Loaded_Language,لا يوصف
776345502,Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now,Appeal_to_Authority,يجب أن توقف جلسات المدعي العام جيف هذه الساحرة المزورة الآن
783702663,Communist dictators of Beijing,"Name_Calling,Labeling",الدكتاتوريين الشيوعيين في
765197039,partisans of Satan; most treacherous in regard to all they do,"Name_Calling,Labeling",أنصار الشيطان؛ الأكثر غدرا فيما يتعلق بكل ما يفعلونه
790483991,an honest man who has only the good of the Church in his heart,"Name_Calling,Labeling",رجل نزيه ليس لديه سوى خير الكنيسة في قلبه
728972961,in the name of the Holy See,Loaded_Language,باسم الكرسي الرسولي
758477392,acoustic attacks,Repetition,الهجمات الصوتية
770156173,pretty severe,Loaded_Language,شديد جدا
765197039,"Fatimid caliph Al-Amir bi-Ahkamillah issued this edict:
Now, the prior degradation of the infidels in this world before the life to come—where it is their lot—is considered an act of piety; and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation….The dhimmi’s payment of his dues by a bill drawn on a Muslim, or by delegating a real believer to pay it in his name will not be tolerated.
It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low.
The jizya is to be imposed on all of them in full, without exception",Appeal_to_Authority,"أصدر الخليفة الفاطمي الأمير بن أحكميل الله هذا المرسوم:
الآن، يعتبر التدهور السابق للكفار في هذا العالم قبل الحياة القادمة - حيث هي الكثير منهم - عملاً من أعمال التقوى؛ وفرض ضريبة الاستطلاع [jizya]، «حتى يدافعون عن السيطرة ويتواضعون» (القرآن 9:29) هو التزام مرسوم إلهيًا... دفع الدمي لن يتم التسامح مع مستحقاته بموجب مشروع قانون مرسومة على مسلم, أو بتفويض مؤمن حقيقي بدفعها باسمه.
يجب أن يتم إخراجه منه مباشرة من أجل التشهير به وإذلاله، حتى يمكن تعالى الإسلام وشعبه وإهانة عرق الكفار.
يجب فرض jizya عليهم جميعًا بالكامل، دون استثناء."
711566593,disgraceful verdict,Loaded_Language,حكم مشين
701837665,isn’t even questioning that ludicrous notion,"Exaggeration,Minimisation",لا يشكك حتى في هذه الفكرة السخيفة.
763280007,Take notice,Repetition,لاحظ
700387229,“no one is safe”,Repetition,«لا أحد آمن»
730269378,white,Causal_Oversimplification,أبيض
771655795,obscure set of US regulations,"Name_Calling,Labeling",مجموعة غامضة من اللوائح الأمريكية
728972961,"And if He is God, we must give Him the adoration of God",Appeal_to_fear-prejudice,وإذا كان هو الله، يجب أن نعطيه عشق الله
758386255,Anyone attempting to do this are Bad Nuns,Black-and-White_Fallacy,أي شخص يحاول القيام بذلك هو Bad Nuns
789121265,Oh my gosh,Loaded_Language,يا إلهي
777488669,"fruitless, guilty “vengeance",Loaded_Language,انتقام غير مثمر، مذنب
787730392,were being prepared “to engage in jihad and … to die as martyrs,Loaded_Language,يجري إعدادهم «لل انخراط في الجهاد و... لل موت كشهداء
778139122,the fifty-first state of the United States,"Name_Calling,Labeling",الولاية الحادية والخمسين للولايات المتحدة
740235127,We should make a stand on this,Appeal_to_Authority,يجب أن نتخذ موقفًا بشأن هذا.
758386255,well-fed,"Name_Calling,Labeling",تغذية جيدة
729549972,the next record-breaking encounter,"Exaggeration,Minimisation",اللقاء التالي الذي تحطم الرقم القياسي
787085939,upstanding member of society,"Name_Calling,Labeling",عضو متفوق في المجتمع
764664283,peaceful fantasy,Loaded_Language,خيال سلمي
695833178,lied to the American people,Flag-Waving,كذب على الشعب الأمريكي
781672902,to put the squeeze,Loaded_Language,لوضع الضغط
757713354,Was Trump involved in this intrigue?,Doubt,هل شارك ترامب في هذه المؤامرات؟
776368676,his 17 angry Democrats that are doing his dirty work are a disgrace to [sic] USA,Flag-Waving,له 17 الديمقراطيين الغاضبين الذين يقومون بعمله القذر هي عار على [هكذا] الولايات المتحدة الأمريكية
781768042,righteous,"Name_Calling,Labeling",صالح
999001280,"""left biased,""","Name_Calling,Labeling",«اليسار متحيز»
783702663,"I]f Cardinal Wuerl was unaware of the sanctions, and unaware of the reason for them, why did he ask no questions of the nuncio regarding the reason for his demand",Doubt,إذا كان الكاردينال ويرل غير مدرك للعقوبات، وغير مدرك لسبب ذلك، لماذا لم يسأل أي أسئلة من القاصد بشأن سبب طلبه
783702663,yet another promoter of Martin’s homosexual activism,"Name_Calling,Labeling",مروج آخر للنشاط المثلي لمارتن
708487008,the plague will never truly be gone,Repetition,الطاعون لن يختفي حقًا
774145019,silly,Repetition,سخيف
999000125,none of his remarks were offensive,"Exaggeration,Minimisation",لم تكن أي من ملاحظاته مسيئة.
999001280,you can't,Repetition,لا يمكنك
738028498,devastating,Loaded_Language,مدمر
703056647,"the downward trend the plague had seen over the past few days, will likely turn upward again",Appeal_to_Authority,الاتجاه الهبوطي الذي شهده الطاعون خلال الأيام القليلة الماضية، من المرجح أن يتحول إلى أعلى مرة أخرى
999001033,racial slur,Loaded_Language,افتراء عنصري
769427494,Muslim Spy Ring Investigation,"Name_Calling,Labeling",التحقيق في حلقة التجسس الإسلامية
788816478,obscene and violent,Loaded_Language,فاحشة وعنيفة
765197039,I document this abundantly in my new book The History of Jihad From Muhammad to ISIS,Appeal_to_Authority,أقوم بتوثيق هذا بكثرة في كتابي الجديد «تاريخ الجهاد من محمد إلى داعش»
759337941,trove of evidence,Loaded_Language,دفين من الأدلة
771406408,“a Satan”,Repetition,«شيطان»
698018235,accused Jews of drinking blood,Loaded_Language,اتهموا اليهود بشرب الدم
740356006,"""I don’t spend a lot of time, I buy Final Call when I see them.
I’ve been to Saviour’s Day, I’ve read, I’ve been a fan of Elijah Muhammad, so those are my positions, but I do disagree with the notion that white people are devils.”","Whataboutism,Straw_Men,Red_Herring","«أنا لا أقضي الكثير من الوقت، أشتري المكالمة النهائية عندما أراها.
لقد ذهبت إلى يوم المخلص، قرأت، لقد كنت من محبي إيليا محمد، لذلك هذه هي مواقفي، لكنني لا أتفق مع فكرة أن البيض هم شياطين»."
773520636,the sheep,"Name_Calling,Labeling",الخراف
