id,text_span,label,Arabic
111111124,Agencies scramble,Loaded_Language,تدافع الوكالات
111111124,has hamstrung the administration for more than 18 months,Loaded_Language,أعاقت الإدارة لأكثر من 18 شهرًا
111111124,fired FBI Special Agent,"Name_Calling,Labeling",وكيل مكتب التحقيقات الفدرالي الخاص
111111124,This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,Doubt,ومن الواضح أن هذا ليس له أي نتيجة لرئيس لا يهتم بأي شيء عن البلد وكل شيء عن مصلحته الذاتية الضيقة.
111111124,a red line that must not be crossed,Loaded_Language,خط أحمر يجب عدم تجاوزه
111111124,Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,Causal_Oversimplification,[ترامب]] قرر التدخل في تحقيق معلق لإنفاذ القانون من خلال الأمر بالإفراج الانتقائي عن المواد التي يعتقد أنها مفيدة لفريق دفاعه ويعتقد أنها ستقدم رواية كاذبة.
111111124,are touting the president’s order,Loaded_Language,تروج لأمر الرئيس
111111124,disgraced former FBI officials,"Name_Calling,Labeling",مسؤولون سابقون في مكتب التحقيقات الفيدرالي
111111124,clear abuse of power,"Name_Calling,Labeling",إساءة استخدام واضحة للسلطة
111111131,"""absolutely""",Loaded_Language,«بالتأكيد»
111111131,world-altering,"Exaggeration,Minimisation",تغيير العالم
111111131,commanding leader,"Name_Calling,Labeling",قائد قائد
111111131,our soldiers,Repetition,جنودنا
111111131,our soldiers,Flag-Waving,جنودنا
111111131,The world,"Exaggeration,Minimisation",العالم
111111131,historic,Repetition,تاريخي
111111131,heralded a new era,"Exaggeration,Minimisation",بشرت بعصر جديد
111111131,fearsome renegade,Loaded_Language,المنشق المخيف
111111131,futuristic,"Name_Calling,Labeling",مستقبلية
111111131,striking,Loaded_Language,مدهش
111111131,brutal dictator,Repetition,ديكتاتور وحشي
111111131,very talented,Repetition,موهوب للغاية
111111131,surreal,Loaded_Language,سريالية
111111131,brutal,Loaded_Language,وحشي
111111131,very talented man,"Name_Calling,Labeling",رجل موهوب جدا
111111131,culminated,Loaded_Language,بلغت ذروتها
111111131,praising,Loaded_Language,مدح
111111131,fierce criticism,Loaded_Language,نقد شرس
111111131,hailed,Loaded_Language,أشاد
111111131,historic,Repetition,تاريخي
111111131,People are going to be very impressed,Black-and-White_Fallacy,سيكون الناس معجبين للغاية.
111111131,surreality,Loaded_Language,سريالية
111111131,fulsome,Loaded_Language,باهظ
111111131,unprecedented,Loaded_Language,غير مسبوق
111111131,dictator,Repetition,دكتاتور
111111131,increasing the drama,Loaded_Language,زيادة الدراما
111111131,"Working together, we'll get it taken care of",Slogans,العمل معًا، سنعتني بها
111111131,big dilemma,Loaded_Language,معضلة كبيرة
111111131,big problem,Loaded_Language,مشكلة كبيرة
111111131,unthinkable,Loaded_Language,غير وارد
111111131,brutal dictator,"Name_Calling,Labeling",ديكتاتور وحشي
111111131,acrimonious,Loaded_Language,لاسِع
111111131,unwavering,Loaded_Language,غير متموج
111111131,"Trump's gut-driven, norm-shattering tenure","Name_Calling,Labeling",فترة ترامب التي تحركها الشجاعة، التي تحطمت المعايير
111111131,forever,"Exaggeration,Minimisation",إلى الأبد
111111131,dramatic,Loaded_Language,دراماتيكي
111111131,despotic leader,"Name_Calling,Labeling",زعيم الاستبداد
111111131,rogue kingdom,"Name_Calling,Labeling",المملكة المارقة
111111131,extraordinary,Loaded_Language,استثنائي
111111131,triumphant,Loaded_Language,منتصر
111111131,historic,Loaded_Language,تاريخي
111111132,"(Faber was nominated by President George H.W.
Bush.)","Whataboutism,Straw_Men,Red_Herring","(تم ترشيح فابر من قبل الرئيس جورج إتش دبليو.
بوش.)"
111111132,beneficial,"Name_Calling,Labeling",مفيد
111111132,liberty of conscience is not up for a vote,Slogans,حرية الضمير ليست للتصويت
111111132,extremely,Loaded_Language,جدا
111111132,huge,Loaded_Language,ضخم
111111132,"very, very",Loaded_Language,جدا جدا
111111132,You are not a Christian,"Name_Calling,Labeling",أنت لست مسيحيًا
111111132,Bypassing the class left her vulnerable to bullying,Black-and-White_Fallacy,تجاوز الصف تركها عرضة للتنمر
111111132,strongly,Loaded_Language,بقوة
111111132,going to hell,Appeal_to_fear-prejudice,الذهاب إلى الجحيم
111111132,"“You don’t need to be reading this.
You need to be reading the Bible.”",Black-and-White_Fallacy,"«لست بحاجة إلى قراءة هذا.
يجب أن تقرأ الكتاب المقدس»."
111111132,a good thing,"Name_Calling,Labeling",شيء جيد
111111132,"If you die tonight.
Heaven or Hell?",Black-and-White_Fallacy,"إذا ماتت الليلة.
السماء أم الجحيم؟"
111111132,foundation of lies,Loaded_Language,أساس الأكاذيب
111111132,pretty clear,Loaded_Language,واضح جدا
111111133,flouts,Loaded_Language,يهتف
111111133,severe,Loaded_Language,شديدة
111111133,devoted news consumer,"Name_Calling,Labeling",مستهلك أخبار مخلص
111111133,overly aggressive,Loaded_Language,عدوانية بشكل مفرط
111111133,insults,Loaded_Language,الشتائم
111111133,behave or else,Black-and-White_Fallacy,تتصرف أو غير ذلك
111111133,testy,Loaded_Language,testy
111111133,ballooned,Loaded_Language,منتفخة
111111133,grandstanding,Loaded_Language,التفوق
111111133,ominous encroachment,Loaded_Language,التعدي المشؤوم
111111133,ire,Loaded_Language,حريق
111111134,government-aligned cyberspies,"Name_Calling,Labeling",جواسيس إلكترونية متوافقة مع الحكومة
111111134,willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange,"Exaggeration,Minimisation",على استعداد للمراهنة على الجارديان مليون دولار ورئيس محررها أن مانافورت لم يقابل أسانج
111111134,totally false and deliberately libelous,"Name_Calling,Labeling",كاذبة تماما و تشهيرية عمدا
111111134,I have never,Repetition,لم يسبق لي
111111135,filth and degenerate behavior,Loaded_Language,سلوك القذارة والانحطاط
111111135,Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men,Causal_Oversimplification,كان اليهود «مسؤولين عن كل هذا السلوك القذارة والانحطاط الذي تضعه هوليوود لتحويل الرجال إلى نساء ونساء إلى رجال.
111111135,Adolf Hitler as “a very great man,"Bandwagon,Reductio_ad_hitlerum",أدولف هتلر «رجل عظيم جدا»
111111135,condemn,Repetition,إدانة
111111135,monthlong backlash,Loaded_Language,رد فعل عنيف لمدة شهر
111111135,Why were Tamika Mallory and Danny Davis reluctant to denounce him,Doubt,لماذا كان تاميكا مالوري وداني ديفيس مترددين في التنديد به
111111135,wildly,Loaded_Language,بعنف
111111135,harmful and divisive views,Loaded_Language,وجهات نظر ضارة ومثيرة للانقسام
111111135,an “outstanding human being,"Exaggeration,Minimisation",«إنسان متميز»
111111135,to condemn,Loaded_Language,لإدانة
111111135,his 1984 description of Adolf Hitler as “a very great man,"Exaggeration,Minimisation",وصفه عام 1984 لأدولف هتلر بأنه «رجل عظيم جدا
111111135,outspokenly and flagrantly anti-Zionist,Loaded_Language,الصهيونية بشكل صريح وصريح
111111135,the white man” as “the white devil,"Name_Calling,Labeling",الرجل الأبيض «باسم» الشيطان الأبيض
111111135,"Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s.
But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali",Appeal_to_Authority,"قال إدوارد إي كورتيس الرابع، مؤلف كتاب «الدين الإسلامي الأسود في أمة الإسلام»، أنه في حين تراوحت التقديرات بشكل كبير حول عدد الأعضاء الحسنة النية الذين ينتمون إلى الأمة، فإنه يعتقد أن هناك عشرات الآلاف من الأعضاء في الستينيات وأوائل السبعينيات.
لكنه قال ان الملايين من الاخرين تعاطفوا مع موقف الحركة المناهض للاعتيان واستلهموا من اشهر عضوها محمد علي"
111111135,condemn,Loaded_Language,إدانة
111111135,fervently,Loaded_Language,بحماس
111111135,make me shudder,Loaded_Language,تجعلني أرتجف
111111136,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years",Flag-Waving,هذه هي السويد الجديدة؛ الجنة الديناميكية الجديدة والمثيرة والمتعددة الثقافات التي قاتل الكثيرون هنا في هذه الجمعية من أجل إنشائها لسنوات عديدة
111111136,stamped out,Loaded_Language,مختوم
111111137,poison pill,Loaded_Language,حبوب السم
111111137,hailed,Loaded_Language,أشاد
111111137,the worst school shootings in US history,"Exaggeration,Minimisation",أسوأ حوادث إطلاق نار مدرسية في تاريخ الولايات المتحدة
694327499,the grim reality of this unprecedented pontificate,Loaded_Language,الواقع القاتم لهذه البابوية غير المسبوقة
694327499,the old reliable “mistranslation,Loaded_Language,«سوء الترجمة» القديم الموثوق به
694327499,"the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a cunning ecclesiastical politician, constantly plotting and scheming to get what he wants","Name_Calling,Labeling",رسول الرحمة المتواضع الذي يصور في روايته للعلاقات العامة المصممة بعناية، بل هو سياسي كنسي ماكر، يتآمر ويخطط باستمرار للحصول على ما يريد
694327499,"In a sense, what Bergoglio is doing is worse than explicit heresy",Appeal_to_fear-prejudice,بمعنى ما، ما يفعله Bergoglio أسوأ من بدعة صريحة
694327499,synodal charade,Loaded_Language,تمثيلية سينودال
694327499,Our dynamic translators,"Name_Calling,Labeling",مترجمونا الديناميكيون
694327499,"But wait, there’s more",Thought-terminating_Cliches,ولكن انتظر، هناك المزيد
694327499,those ignorant Vatican translators,"Name_Calling,Labeling",هؤلاء المترجمين الجاهلين للفاتيكان
694327499,our intrepid presenters,"Name_Calling,Labeling",مقدمو العروض الجريء
694327499,And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow,Loaded_Language,وهذا هو بالضبط الهراء الذي يتوقعه Fastiggi و Goldstein منا أن نبتلاع.
694327499,"All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does",Causal_Oversimplification,جميع منتقدي AL مخطئون - كل واحد منهم! —لأن، كما ترى، النص اللاتيني الأصلي لا يقول ما يفعله النص الإنجليزي
694327499,cunning ecclesiastical politician,Loaded_Language,سياسي كنسي ماكر
694327499,for “certain” public adulterers,Loaded_Language,للزناة «معينين»
694327499,all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—,Causal_Oversimplification,كل الاضطرابات الناجمة عن AL هي مجرد سوء فهم ناجم عن أشخاص غير مطلعين لم يستشرالنصون النص اللاتيني
694327499,all those ignorant critics of AL,"Name_Calling,Labeling",كل هؤلاء المنتقدين الجاهلين لـ AL
694327499,But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line,Loaded_Language,لكن مثل هذه الحقائق المحرجة لا يجب أن تعيق قطار الرحمة بيرغوغلي، لأنه يتجه نحو حطام قطار في نهاية الخط.
694356862,milquetoast,Loaded_Language,نخب الحليب
694356862,Whether the Trump administration follows through remains to be seen,Doubt,يبقى أن نرى ما إذا كانت إدارة ترامب تتابع
694356862,legitimized Iran's path to eventually becoming a nuclear-armed state,Causal_Oversimplification,إضفاء الشرعية على طريق إيران لتصبح في نهاية المطاف دولة مسلحة نوويا
694356862,could actually accelerate the cycle of violence and perpetuate conflict rather than get us to a sustainable outcome,Appeal_to_fear-prejudice,يمكن فعلا أن يسرع دورة العنف و يديم الصراع بدلا من أن نصل إلى نتيجة مستدامة.
694356862,virtual vassal,Loaded_Language,vassal الظاهري
694356862,turning Iraq into a virtual vassal state of the largest state sponsor of terrorism,"Exaggeration,Minimisation",تحويل العراق إلى دولة افتراضية تابعة لأكبر دولة راعية للإرهاب
694356862,American blood,Flag-Waving,الدم الأمريكي
694356862,turned his back on millions of dissidents,"Exaggeration,Minimisation",أدار ظهره على الملايين من المنشقين
694356862,giving rise to ISIS’s re-emergence in Iraq,Causal_Oversimplification,مما أدى إلى عودة داعش إلى الظهور في العراق
694356862,Barack Obama's reckless appeasement of the Iranian regime has enabled its rise as a hegemonic threat,Causal_Oversimplification,إن استرضاء باراك أوباما المتهور للنظام الإيراني مكّن من صعوده كتهديد مهيمن
694356862,“It’s a new monster.”,Loaded_Language,«إنه وحش جديد.»
694356862,disastrous,Loaded_Language,كارثية
694356862,reckless appeasement,Loaded_Language,استرضاء متهور
694811415,It’s gotta be a set-up,Doubt,يجب أن يكون الإعداد
694811415,I can tell you 100% this is not that kind of guy,Appeal_to_Authority,أستطيع أن أقول لك 100٪ هذا ليس هذا النوع من الرجال.
694811415,"after virtually every terror attack and mass shooting, friends and neighbors express shock","Bandwagon,Reductio_ad_hitlerum",بعد كل هجوم إرهابي وإطلاق نار جماعي تقريبًا، يعبر الأصدقاء والجيران عن الصدمة
694811415,Paddock’s body may have been left in the hotel room while other assailants carried out the shooting,Doubt,ربما تكون جثة بادوك قد تركت في غرفة الفندق بينما قام مهاجمون آخرون بإطلاق النار
694811415,"I’m not a big conspiracy theory guy, but it don’t sit right",Thought-terminating_Cliches,أنا لست رجل نظرية مؤامرة كبيرة، لكنها لا تجلس بشكل صحيح
694811415,Paddock could not have carried out the massacre,Black-and-White_Fallacy,لا يمكن أن يكون الحلبة قد نفذت المجزرة
695833178,proving that the FBI specifically lied to the country,Repetition,مما يثبت أن مكتب التحقيقات الفدرالي كذب على وجه التحديد على البلاد
695833178,cannot be trusted and should be considered as disinformation,Doubt,لا يمكن الوثوق بها ويجب اعتبارها معلومات ضللة
695833178,so-called evidence,"Name_Calling,Labeling",ما يسمى الأدلة
695833178,"According to Loomer, she obtained the image from a source which shows that Paddock’s car first arrived September 25th",Appeal_to_Authority,وفقا لومر، حصلت على الصورة من مصدر، مما يدل على أن سيارة الحلبة وصلت لأول مرة 25 سبتمبر
695833178,lied to the country,Flag-Waving,كذبت على البلاد
695833178,This throws their entire narrative into question and makes one wonder what else is being hidden from the public?,Doubt,هذا يلقي بسردهم بالكامل موضع تساؤل ويجعل المرء يتساءل عما يتم إخفاؤه عن الجمهور?
695833178,lied to the American people,Flag-Waving,كذب على الشعب الأمريكي
695833178,so-called evidence,Doubt,ما يسمى الأدلة
695833178,Laura Loomer proves that authorities have directly lied to the American people,Appeal_to_Authority,تثبت لورا لومر أن السلطات كذبت مباشرة على الشعب الأمريكي
695833178,seemingly covering up the ISIS connection,Doubt,على ما يبدو يتستر على اتصال داعش
695833178,What Else Are They Hiding?,Doubt,ماذا يختبئون؟
696246189,it was a suicide note,Repetition,كانت رسالة انتحار
696246189,"While officials did not reveal the woman’s name, they did tell reporters she was a prostitute","Whataboutism,Straw_Men,Red_Herring",في حين أن المسؤولين لم يكشفوا عن اسم المرأة، فقد أخبروا الصحفيين أنها مومس
696246189,ammo was bought under someone else’s name,Repetition,تم شراء الذخيرة تحت اسم شخص آخر
696246189,ammunition was purchased under someone else’s name,Repetition,تم شراء الذخيرة تحت اسم شخص آخر
696264594,simmer,Loaded_Language,ينضج
696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",Appeal_to_fear-prejudice,"إما أن تقف مع BDS, حماس, تشهير الدم وأولئك الذين يريدون تدمير إسرائيل أو مع اليهود"
696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",Black-and-White_Fallacy,"إما أن تقف مع BDS, حماس, تشهير الدم وأولئك الذين يريدون تدمير إسرائيل أو مع اليهود"
696264594,We all have choices to make,Thought-terminating_Cliches,لدينا جميعًا خيارات لنتخذها
696264594,"Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews.
Being Jewish is highly identified with being white because of Zionism",Flag-Waving,"الصهيونية لا تجرد الفلسطينيين فحسب، بل إنها تجريد أيضًا بطريقة متطورة للغاية، اليهود غير البيض.
كونك يهوديًا يتم التعرف عليه بشدة بكونه أبيض بسبب الصهيونية."
696264594,accused Jews of drinking blood,Loaded_Language,اتهموا اليهود بشرب الدم
696264594,anti-Israel BDS hate group,"Name_Calling,Labeling",مجموعة الكراهية المناهضة لإسرائيل BDS
696264594,Hezbollah as “an armed-resistance movement”,"Name_Calling,Labeling",حزب الله «حركة مقاومة مسلحة»
696264594,Holocaust Syndrome” of entitlement,Loaded_Language,متلازمة الهولوكوست» من الاستحقاق
696264594,"EU no longer considers #Hamas a terrorist group.
Time for US to do same.""","Bandwagon,Reductio_ad_hitlerum","لم يعد الاتحاد الأوروبي يعتبر #Hamas مجموعة إرهابية.
حان الوقت للولايات المتحدة للقيام بنفس الشيء»."
696264594,accused Jews of drinking blood,Loaded_Language,اتهموا اليهود بشرب الدم
696264594,Its perversion,Loaded_Language,الانحراف
696264594,an anti-Israel,Repetition,معادية لإسرائيل
696694316,will be ruling embattled islands of Catholicism in a poisoned sea of systematic heresy and desecration,Loaded_Language,سيحكم جزر الكاثوليكية المحاصرة في بحر مسموم من بدعة وتدنيس منهجي
696694316,is demonically brilliant,Loaded_Language,رائع بشكل شيطاني
696694316,The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist,"Bandwagon,Reductio_ad_hitlerum",القوى الشيطانية التي نعرفها هي القوة الدافعة وراء هذه اللحظة العليا من الدعة والدمار لا تنظر حقًا إلى تقويض الزواج كهدف أساسي لهم; يريدون الوصول إلى القربان المقدس.
696694316,"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall",Appeal_to_fear-prejudice,سوف يسقط شتاء مظلم لا يمكن اختراقه و «لا رجعة فيه» من اضطهاد المؤمنين من قبل الرعاة.
696694316,pernicious nonsense,Loaded_Language,هراء خبيث
696694316,"If the Mass were ever reduced in our minds to being merely a commemorative meal and the priest as only a community leader or functionary, then the celibacy of the Catholic Priesthood might seem extravagant",Black-and-White_Fallacy,"إذا تم تخفيض القداس في أذهاننا إلى مجرد وجبة تذكارية والكاهن كقائد مجتمعي أو موظف فقط, ثم عزوبة الكهنوت الكاثوليكي قد تبدو باهظة."
696694316,"But whatever its flaws, Mysterium Fidei is the one I found, and I’m convinced it wasn’t an accident",Thought-terminating_Cliches,ولكن مهما كانت عيوبه، فإن Mysterium Fidei هو الذي وجدته، وأنا مقتنع بأنه لم يكن حادثًا
696694316,"…it is not allowable to emphasize what is called the “communal” Mass to the disparagement of Masses celebrated in private, or to exaggerate the element of sacramental sign as if the symbolism, which all certainly admit in the Eucharist, expresses fully and exhausts completely the mode of Christ’s presence in this sacrament",Black-and-White_Fallacy,... لا يسمح للتأكيد على ما يسمى القداس «الطائفي» إلى الاستهانة من الجماهير التي يحتفل بها على انفراد، أو المبالغة في عنصر علامة الأسرار كما لو أن الرمزية، التي تعترف كلها بالتأكيد في القربان المقدس، تعبر بشكل كامل ويستنفد تماما وضع وجود المسيح في هذا سر مقدس
696694316,this sacramental reality that was about to be catastrophically obscured,Loaded_Language,هذه الحقيقة المقدسة التي كانت على وشك أن تكون محجوبة بشكل كارثي
696694316,"Nor is it allowable to discuss the mystery of transubstantiation without mentioning what the Council of Trent stated about the marvelous conversion of the whole substance of the bread into the Body and of the whole substance of the wine into the Blood of Christ, speaking rather only of what is called “transignification” and “transfiguration,”",Black-and-White_Fallacy,كما أنه لا يجوز مناقشة سر النقل دون ذكر ما قاله مجلس ترينت عن التحويل الرائع لمادة الخبز بالكامل إلى الجسد ومادة النبيذ الكاملة في دم المسيح، متحدثًا بدلاً من ذلك فقط عما يسمى». «التعدي» و «التجلي»
696694316,just around the corner”,Thought-terminating_Cliches,قاب قوسين أو أدنى»
696694316,very dirty and unappealing water under the Catholic bridge,Loaded_Language,مياه قذرة للغاية وغير جذابة تحت الجسر الكاثوليكي
696694316,Who can read this without cringing at what we now know was about to happen,Loaded_Language,من يمكنه قراءة هذا دون أن يتذمر في ما نعرفه الآن كان على وشك الحدوث
696694316,"We know it is demonically inspired because their hatred is for Christ Himself in the first place and for anyone who loves and wants to serve Him second.
They are men who refuse to bend the knee before the God whom they will not serve",Appeal_to_fear-prejudice,"نحن نعلم أنها مستوحاة بشكل شيطاني لأن كراهيتهم للمسيح نفسه في المقام الأول ولأي شخص يحبه ويريد خدمته في المرتبة الثانية.
إنهم رجال يرفضون ثني الركبة أمام الله الذين لن يخدموهم."
