id,text_span,label
111111131,historic,Repetition
111111131,The world,"Exaggeration,Minimisation"
111111131,our soldiers,Flag-Waving
111111131,our soldiers,Repetition
111111131,commanding leader,"Name_Calling,Labeling"
111111131,world-altering,"Exaggeration,Minimisation"
111111131,futuristic,"Name_Calling,Labeling"
111111131,dictator,Repetition
111111136,stamped out,Loaded_Language
111111136,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years",Flag-Waving
111111133,ominous encroachment,Loaded_Language
111111133,grandstanding,Loaded_Language
111111133,behave or else,Black-and-White_Fallacy
111111133,ballooned,Loaded_Language
111111133,testy,Loaded_Language
111111133,ire,Loaded_Language
111111133,insults,Loaded_Language
111111133,overly aggressive,Loaded_Language
111111133,devoted news consumer,"Name_Calling,Labeling"
111111133,severe,Loaded_Language
111111133,flouts,Loaded_Language
111111123,hypocritical,Loaded_Language
111111122,Exploding in Trump’s Face,Loaded_Language
111111122,the biggest political gift possible,"Exaggeration,Minimisation"
111111122,complete hash,Loaded_Language
111111122,how badly Trump does his job,Doubt
111111122,reflected the reality-TV star’s weakness as a presidential candidate,Doubt
111111122,reality-TV star’s,"Name_Calling,Labeling"
111111122,Trump is easily manipulated by those around him,Doubt
111111122,cut-of-his-jib test,Loaded_Language
111111122,severe trouble,Loaded_Language
111111122,Trump hasn’t learned it yet,Doubt
111111122,extremely high-profile episode,"Exaggeration,Minimisation"
111111122,Trump and his White House staff failed to do their jobs,Doubt
111111122,a slur on all women,Loaded_Language
111111122,a gang that can’t shoot straight,"Name_Calling,Labeling"
111111122,ugly ways,Loaded_Language
111111122,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president",Appeal_to_Authority
111111122,cut-of-his-jib test,Loaded_Language
111111122,someone who hires based on what he thinks someone doing that job should look like,Causal_Oversimplification
111111122,hazy old-time Hollywood casting,Loaded_Language
111111122,bombshells,Loaded_Language
111111122,"partisan, conservative judges","Name_Calling,Labeling"
111111117,the delay signaled the White House was having second thoughts about the nomination,Causal_Oversimplification
111111115,"aggressively stuck his tongue in my mouth""",Loaded_Language
111111115,"wet, open-mouthed kiss""",Loaded_Language
111111115,"Franken's office said he has not ""intentionally engage in"" the ""kind of conduct"" described",Appeal_to_Authority
111111115,"and squeezed ""at least twice""",Loaded_Language
111111114,they fear they could face discrimination or violence if forced to return to the world’s largest Muslim-majority country,Appeal_to_fear-prejudice
111111111,The next transmission could be more pronounced or stronger,Appeal_to_Authority
111111111,"when (the plague) comes again it starts from more stock, and the magnitude in the next transmission could be higher than the one that we saw",Appeal_to_Authority
111111111,appeared,Doubt
111111111,"a very, very different",Repetition
111111111,"He also pointed to the presence of the pneumonic version, which spreads more easily and is more virulent, in the latest outbreak",Appeal_to_fear-prejudice
111111111,but warned that the danger was not over,Appeal_to_fear-prejudice
111111111,the magnitude in the next transmission could be higher,Appeal_to_fear-prejudice
111111111,it could even spill over into neighbouring countries and beyond,Appeal_to_fear-prejudice
111111112,Stop Islamization of America,Slogans
111111112,We condemn all those whose behaviours and views run counter to our shared values,Black-and-White_Fallacy
111111112,"Defeat Jihad""",Slogans
111111112,"the nation that gave the world the Magna Carta is dead""",Loaded_Language
111111112,"The UK should never become a stage for inflammatory speakers who promote hate.""",Flag-Waving
111111112,hate preachers,"Name_Calling,Labeling"
111111112,"delighted"" with the decision",Loaded_Language
111111112,a striking blow against freedom,Loaded_Language
111111112,so-called land of democracy and freedom of speech,"Name_Calling,Labeling"
111111113,hair trigger in single-action mode,Loaded_Language
111111113,"sanctuary"" policy","Name_Calling,Labeling"
111111113,"politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents.""","Whataboutism,Straw_Men,Red_Herring"
111111113,pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies,Causal_Oversimplification
111111113,"This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,""",Causal_Oversimplification
111111113,Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails,Causal_Oversimplification
111111113,a complete travesty of justice,Loaded_Language
111111113,"BUILD THE WALL!""",Slogans
111111113,firestorm of outrage,Loaded_Language
111111113,alien,Loaded_Language
111111113,The Kate Steinle killer,"Name_Calling,Labeling"
724095598,"Let’s face it, twice before the attack ISIS warned the United States that they would attack Las Vegas and then after the attack claimed responsibility four times,”",Causal_Oversimplification
724095598,horrific,Loaded_Language
724095598,One can imagine that,Doubt
724095598,Interestingly,Doubt
724791253,Hitler the Great,"Name_Calling,Labeling"
724791253,deeply disappointed,"Exaggeration,Minimisation"
724791253,ridiculous exercise in virtue-signaling,Loaded_Language
724791253,for the crime of telling the truth about Islam and jihad,"Exaggeration,Minimisation"
724791253,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”",Black-and-White_Fallacy
724791253,relentlessly appeasement-minded government,"Name_Calling,Labeling"
724791253,“doesn’t applaud diversity,Loaded_Language
724791253,We must be vigorous in our intolerance of his intolerance.”,Appeal_to_fear-prejudice
724791253,Hitler the Great.’,"Exaggeration,Minimisation"
724791253,corruptly elected,Loaded_Language
724791253,Islamophobic propaganda,Loaded_Language
724791253,"he has allegedly “bigoted attitude towards women, ethnic minorities and Muslims",Loaded_Language
724791253,The motion also notes that the neighbouring Royal Borough of Greenwich formally adopted a similar motion in December last year…,"Bandwagon,Reductio_ad_hitlerum"
724791253,"Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation","Whataboutism,Straw_Men,Red_Herring"
724791253,hypocrisy and double standards,Loaded_Language
724791253,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above",Appeal_to_fear-prejudice
724791253,relentlessly appeasement-minded,Loaded_Language
724791253,bigot,"Name_Calling,Labeling"
724791253,"He is failing in his leadership and we should not welcome him here.
We must be vigorous in our intolerance of his intolerance",Appeal_to_Authority
724791253,shock and alarm,Loaded_Language
723823436,Why would the autopsy report be something that needs to be withheld from the public or his family?,Doubt
723823436,What is surprising is the level of secrecy surrounding the Las Vegas shooting and the containment of information more than three months after it occurred,Doubt
723823436,credible evidence,Repetition
723823436,credible evidence,Repetition
723823436,"Something’s not adding up.""",Doubt
723823436,"There's no threat.""",Thought-terminating_Cliches
723537899,"Are the 2,000 U.S. troops in Syria really up to that task",Doubt
723537899,ruthless,Loaded_Language
723537899,risks a major U.S. war with no allies but the Kurds?,Appeal_to_fear-prejudice
723537899,"Have the generals taking us into Syria told the president how and when, if ever, they plan to get us out?",Doubt
723537899,mortal peril,Appeal_to_fear-prejudice
723537899,terror nests,"Name_Calling,Labeling"
723537899,"terror army,""","Name_Calling,Labeling"
723537899,"traitors.""","Name_Calling,Labeling"
723537899,blatant attack on the sovereignty and territorial integrity,Loaded_Language
723537899,"flagrant violation of international law.""",Loaded_Language
723537899,by what authority do U.S. forces remain to arm troops to keep the Damascus government from reimposing its authority on its own territory?,Doubt
723537899,Donald Trump won the presidency on a promise of no more unnecessary wars,Causal_Oversimplification
723537899,Have the American people been had again?,Doubt
723537899,"Are we prepared for a shooting war with a Syrian army, backed by Russia, Iran, Hezbollah and Shiite militias from Iraq, Afghanistan and Pakistan, to hold onto a fourth of Syria's territory in alliance with Kurds?",Appeal_to_fear-prejudice
723537899,"If Erdogan is serious, a clash with the U.S. is coming",Appeal_to_fear-prejudice
723537899,Does not the Syrian government have a point?,Doubt
723537899,But who authorized this strategic commitment,Doubt
723793978,people,Repetition
723793978,That’s crazy,Thought-terminating_Cliches
723793978,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly … have fought to create for so many years","Exaggeration,Minimisation"
723844295,shocking claim,Loaded_Language
723844295,government is covering up a big story about terrorism,Doubt
723844295,"something is not adding up,”",Doubt
723844295,"“If ISIS warns about an attack and then an attack occurs and claims responsibility after the fact, it seems to me that at a minimum, they should have some portion of the investigation to clearly debunk that claim and, yet, it hasn’t happened,” he said",Causal_Oversimplification
723844295,waiting and waiting and waiting,Repetition
723844295,all Americans,Flag-Waving
724095467,gross negligence,Loaded_Language
724095467,"How was this victim overlooked by investigators but known by Intellihub?
Who was this victim?",Doubt
724095467,"a massive cover-up of the truth, the F.B.I.
and LVMPD",Doubt
724095467,law enforcement investigators have never asked to see the footage,Doubt
724095467,placed”,"Exaggeration,Minimisation"
724095467,"Will the F.B.I.
and LVMPD please explain what in the Hell is going on here?",Doubt
724095467,How many more victims went ignored by investigators?,Doubt
724095467,a massive cover-up of the truth,Loaded_Language
724095467,botched investigation,Loaded_Language
724095467,please explain what in the Hell,Loaded_Language
724095467,were people getting haircuts at the crime scene?,Doubt
723883127,shocking comments,Loaded_Language
723883127,shock,Repetition
723883127,all calumny,Loaded_Language
723883127,kiss and fondle them in the swank,Loaded_Language
723883127,These people are truly crazy,Loaded_Language
723883127,Shock,Loaded_Language
723883127,shocking move,Loaded_Language
723883127,truly crazy,"Name_Calling,Labeling"
722512241,"If Islam is a good religion in itself, as you seem to teach, why did we become Catholic",Doubt
722512241,"if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well",Appeal_to_fear-prejudice
722512241,the worst of Creation”,"Name_Calling,Labeling"
722512241,“Naiveté in the face of Islam is suicidal and very dangerous”,Appeal_to_fear-prejudice
722512241,"disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam.”",Loaded_Language
722512241,"The bishops of the Catholic Church are much more concerned that you believe that Islam is a religion of peace than that you believe in, say, the Nicene Creed","Exaggeration,Minimisation"
722512241,"it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist",Black-and-White_Fallacy
722512241,"As a proper Antichrist, Islam exists only as an enemy of all",Black-and-White_Fallacy
722512241,"For the Qur’an, Christians “are only impurity”",Black-and-White_Fallacy
722512241,the worst of Creation”,Loaded_Language
722512241,all condemned to Hell,Loaded_Language
722512241,so Allah must exterminate them,Loaded_Language
722512241,Allah has nothing to offer but war and murder of the “infidels” in exchange for his paradise,Black-and-White_Fallacy
722512241,The authors say that Islam can be no ally in the battle “against the powers that want to dominate and enslave the world” because “they share the same totalitarian logic based on the rejection of the kingship of Christ,"Bandwagon,Reductio_ad_hitlerum"
722512241,Jesus has never indicated any other way than that of the Cross,Black-and-White_Fallacy
722512241,The letter also contrasts the stance of Islamic countries like Turkey and Saudi Arabia who “do not welcome any refugee” while Pope Francis preaches,"Whataboutism,Straw_Men,Red_Herring"
722512241,the utter scandal of the pope’s failure,Loaded_Language
722512241,"disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam … Thus ignorant souls are misled…",Loaded_Language
722512241,"Taking the matter further, they warn, too, of the physical danger the pope’s disposition toward Islam invites, saying that it has resulted in Christians
not preparing for a confrontation with Islam",Appeal_to_fear-prejudice
722512241,The headquarters of my archdiocese and my apostolate have been occupied by radical Islamists who want us to convert or die,Black-and-White_Fallacy
722512241,"You are welcoming into your country an ever increasing number of Muslims.
You are in danger as well.
You must make strong and courageous decisions",Appeal_to_fear-prejudice
722512241,"This is a matter of life and death, and any complacency towards Islam is treasonous.
We do not wish the West to continue with Islamization, nor that your actions contribute to it",Appeal_to_fear-prejudice
722512241,This is a matter of life and death,Loaded_Language
722512241,"Our present sufferings are the prelude to those that you, Europeans and Western Christians, will suffer in the near future",Appeal_to_fear-prejudice
722507879,corrupt,Loaded_Language
722507879,fraudulent,Loaded_Language
722507879,national security,Flag-Waving
722507879,“threatened”,Appeal_to_fear-prejudice
722507879,Arabic Linguist for the Navy for five years,"Whataboutism,Straw_Men,Red_Herring"
722507879,a Senior Intel Analyst for the Department of Defense (DoD),"Whataboutism,Straw_Men,Red_Herring"
722507879,"Lambert also speaks fluent Arabic and Farsi (Persian), along with French and Italian","Whataboutism,Straw_Men,Red_Herring"
722507879,former Reagan Justice Dept,"Whataboutism,Straw_Men,Red_Herring"
723501118,a hopeless hellhole,Loaded_Language
723501118,Demolition Man,Loaded_Language
723501118,"Sweden.
That tells you everything",Thought-terminating_Cliches
723501118,a hopeless hellhole where the native population is overtaxed and terrorized by warring foreign gangs,"Exaggeration,Minimisation"
723501118,Of course they can't cope,Doubt
723501118,stamped out,Loaded_Language
723501118,Mass repression and police powers that don't actually address the cause of the problem,Doubt
721710340,public safety,Repetition
721710340,Our dedicated officers strive to make our communities safer by arresting convicted criminal aliens and removing them from the United States despite the reckless sanctuary policies that are currently in place in Cook County that put our communities at risk,Appeal_to_Authority
721710340,Our dedicated officers strive to make our communities safer,Repetition
721710340,"By removing criminal aliens from the streets, our ICE officers provide an invaluable community service by improving public safety.”",Repetition
721710340,reckless sanctuary policies,"Name_Calling,Labeling"
721710340,our communities,Flag-Waving
721710340,protect the nation,Flag-Waving
721710340,protect the integrity of our immigration laws,Flag-Waving
721406153,the imaginary Catholic Pharisees,"Name_Calling,Labeling"
721406153,"nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?",Doubt
721406153,fool,Repetition
721406153,fools,Repetition
721406153,fool,Repetition
721406153,fools,Repetition
721406153,"Apparently, They Think We are Fools",Loaded_Language
721406153,he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment,Loaded_Language
721406153,Do they think we are fools?,Loaded_Language
721406153,verbal contortions,Loaded_Language
721406153,preposterous “solution”,Loaded_Language
721406153,moral and canonical nonsense,Loaded_Language
721406153,"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity",Black-and-White_Fallacy
721406153,the conspiracy culminating in Amoris Laetitia,Loaded_Language
721406153,"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?",Causal_Oversimplification
721406153,"all of which will be utter fakes, including some form of “pastoral integration” of homosexual unions",Loaded_Language
721406153,Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.),Appeal_to_fear-prejudice
721406153,"But we are not fools.
And God will not be mocked.
Francis and all his designs will ultimately come to nothing",Loaded_Language
721406153,lie from the pit of hell,Loaded_Language
721890296,Muslim invaders,Repetition
721890296,"sexual assaults by Muslim migrants, attacks on Christians and there's no telling the amount of damage to the unethical welfare system in the country",Loaded_Language
721890296,Thank you Prime Minister Orban for saying what needed to be said!,Loaded_Language
721890296,man behind the curtain,"Name_Calling,Labeling"
721890296,"""Muslim Invaders""","Name_Calling,Labeling"
721890296,"Refugees Are Actually ""Muslim Invaders""",Appeal_to_Authority
721890296,"Muslim Invaders""",Repetition
721890296,Muslim invasion,Repetition
721890296,Muslim invaders,Repetition
721890296,Muslim invaders,Repetition
721890296,Muslim invaders,Repetition
721890296,Muslim invasion,Repetition
721890296,Muslim invasion,Repetition
721890296,Muslim invaders,Repetition
721890296,they “don’t want” immigration,Appeal_to_Authority
721890296,"the best example of discipline and the rule of law,”","Exaggeration,Minimisation"
721890296,invasion,Repetition
721890296,Christian and Muslim societies “will never unite.”,Appeal_to_Authority
721890296,They have absolutely nothing in common,"Exaggeration,Minimisation"
721890296,"They are in Europe to conquer and Islamize it, with willing and eager help from Europe’s short-sighted, self-serving, internationalist intelligentsia.""",Loaded_Language
721890296,Indeed!,Thought-terminating_Cliches
721890296,an Islamic dominionist attitude,Loaded_Language
721890296,"He has genuinely reached out his hand to help Christian migrants instead of Muslim migrants and he seems to be one that holds to the Christian faith, as emulated by the Protestant Reformers, saying, ""That which serves the glory of God is the best for the people.""",Flag-Waving
721890296,Hits Nail On The Head,Loaded_Language
721890296,putting their noses,Loaded_Language
721890296,untold numbers,Loaded_Language
721890296,"The reason why people are in your country is not because they are refugees, but because they want a German life",Black-and-White_Fallacy
721890296,"chaos, anarchy and illegal border crossings",Loaded_Language
721890296,including the united States,Flag-Waving
721890296,"They cannot agree on God's law, which most Western societies were base on",Appeal_to_fear-prejudice
721890296,They cannot agree,Repetition
721890296,They cannot agree on,Repetition
721890296,leave Hungary and never come back,Flag-Waving
721890296,"Hungary would defend its borders, and it has",Flag-Waving
721890296,"Many, all too many",Repetition
721890296,"them want to overwhelm German values, and European values in general, with sharia values",Appeal_to_fear-prejudice
721890296,to conquer and Islamize it,Appeal_to_fear-prejudice
721890296,internationalist intelligentsia,"Name_Calling,Labeling"
718595845,"If we do nothing about the missiles fired at Saudi Arabia, we will not be able to stop the violence",Appeal_to_fear-prejudice
718595845,"Did she disingenuously omit that inconvenient bit from her remarks, or fail to read the entire UN report?",Doubt
718595845,hypocritical,Loaded_Language
718595845,The US Is Blatantly Telling Lies,Doubt
718595845,entire premise of the U.N. report is almost completely incorrect,Doubt
718595845,"This is the critical lesson of Yemen, and the United States would do well to heed it before it tries to foment a crisis based upon trumped-up charges",Appeal_to_fear-prejudice
718595845,Made in Iran’ stickers all over it.”,Loaded_Language
718595845,"Why is the U.S. singling out Iran, especially when the Houthi rebels are sworn enemies of al-Qaeda?",Doubt
718595845,goes against the better judgment,"Whataboutism,Straw_Men,Red_Herring"
718595845,anti-Iranian advisors in his staff who don’t want to see the U.S. isolated on the world stage,Appeal_to_fear-prejudice
718595845,schizophrenic approach,Loaded_Language
718595845,No amount of chest-thumping and empty rhetoric by American political and/or military leaders can offset this harsh reality,Loaded_Language
713130996,"As Bertolt Brecht told Sidney Hook about Stalin’s victims, “the more innocent they are, the more they deserve to be shot.”","Bandwagon,Reductio_ad_hitlerum"
713130996,the San Francisco show-trial in which he co-starred,Loaded_Language
713130996,"The Great Left Hope,”","Name_Calling,Labeling"
713130996,SMASH THE STATE,Slogans
713130996,"secret version of Russian roulette,”",Loaded_Language
713130996,"Unlike Stalin’s trials of the old Bolsheviks, and Fidel Castro’ trial of General Arnaldo Ochoa, this show trial aimed to establish innocence for the guilty, and the dynamics of the left were on full display","Bandwagon,Reductio_ad_hitlerum"
713130996,society is progressing toward a social justice paradise ruled by a wise elite that knows what’s best for all,"Exaggeration,Minimisation"
713130996,The Great Left Hope”,"Name_Calling,Labeling"
713130996,That explains the effort of “The Great Left Hope” to have his client’s felony gun possession conviction tossed,Causal_Oversimplification
713130996,"He has a great, steadfast commitment to justice",Appeal_to_Authority
715588833,to smash everything!”,"Exaggeration,Minimisation"
715588833,single worst act of tyranny,Loaded_Language
715588833,toying with the teaching office,Loaded_Language
715588833,half-baked theological notions,Doubt
715588833,a tyrant on the Chair of Peter,"Name_Calling,Labeling"
715588833,That error threatens to overwhelm the Church while they do little more than fret about a situation whose self-evident cause—a reckless Pope in love with his own ideas and filled with contempt for Tradition—they seem incapable of identifying,"Whataboutism,Straw_Men,Red_Herring"
715588833,The Dictator Pope,"Name_Calling,Labeling"
715588833,"a power-hungry, manipulative dictator, [who] celebrated the abdication of Benedict XVI”","Name_Calling,Labeling"
715588833,"We elected you to make reforms, not to smash everything!”",Loaded_Language
715588833,in the explosive best-seller,Loaded_Language
715588833,The Dictator Pope,Repetition
715588833,given the disordered mélange of bits and pieces of things he has read that constitutes his theology,Loaded_Language
715588833,"But never, before Francis, has there been a Pope who dared to tyrannize the Magisterium itself by attempting to bend it to his errant personal opinions","Exaggeration,Minimisation"
715588833,is derived from divine law and transcends the domain of positive ecclesiastical laws,Loaded_Language
715588833,Even if the attempt is void and of no effect before man and God—an immoral law is no law at all—,Black-and-White_Fallacy
715588833,cloak his absurd novelties,Loaded_Language
715588833,No Pope before him has ever dared to do such a thing,"Exaggeration,Minimisation"
715588833,that at the epicenter of the chaos is the most wayward Pope the Church has ever had to endure,Loaded_Language
715588833,is a standing rebuke to all the hierarchs who know what we all know,"Exaggeration,Minimisation"
715588833,the abuses of a tyrant on the Chair of Peter,Loaded_Language
715588833,"Continued inaction while the laity and a few good priests are left to themselves to defend, as best they can, the constant teaching of the Church against the abuses of a tyrant on the Chair of Peter threatens the hierarchs with a legacy of shame and a terrible accountability before the Just Judge",Appeal_to_fear-prejudice
715588833,The time for “prudence” is long past,Thought-terminating_Cliches
715588833,a papal tyranny the Church has never before seen,Loaded_Language
715588833,"to cut out the cancerous growth of modernist theology that has implanted itself and is festering within the celebration of even the most sacred mysteries, before the cancer spreads and causes even greater damage?",Loaded_Language
715588833,a reckless Pope in love with his own ideas and filled with contempt for Tradition—,"Name_Calling,Labeling"
715588833,"the divinely bestowed power to repel an assault on marriage, family and the very integrity of the Faith that is now",Loaded_Language
715588833,for the first time in Church history,Repetition
715588833,"May Our Lady of Fatima intercede to obtain for them the grace of fortitude to do what must be done and what only they can do.
Our hopes and prayers are with them as the foremost instruments of divine providence in the ecclesia Dei adflicta",Loaded_Language
715588833,"True love for the Church, indeed true charity toward Francis himself, requires of them nothing less than what was required of Saint Paul when the first Pope fell into error that jeopardized the very mission of the Church: that Peter be withstood to his face (Gal.
2:11)",Flag-Waving
715588833,"a power-hungry, manipulative dictator, [who] celebrated the abdication of Benedict XVI",Loaded_Language
712382330,the most tyrannical and unprincipled papacy of recent history—,Loaded_Language
712382330,a gross understatement,Loaded_Language
712382330,the Mystical Body would then be without its head,Loaded_Language
712382330,"""The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia.
There are no other interpretations.""",Appeal_to_Authority
718312499,"Does this new footage reveal muzzle flashes from helicopters, an air assault, on the night of the massacre?",Doubt
716469423,This warning will infuriate environmental campaigners who argue by 2030 the world faces increased sea levels and flooding due to glacial melt at the poles and a warming of the globe,"Whataboutism,Straw_Men,Red_Herring"
716469423,will infuriate,Loaded_Language
716469423,"A team of experts have warned that huge seismic events, including volcanic eruptions, plunging global temperatures and destabilization of the Earth’s crust will become more common after worrying changes to the surface of the Sun were recorded",Appeal_to_Authority
711716996,"the credulous ""judges""","Name_Calling,Labeling"
711716996,illegal aliens,Repetition
711716996,Kritarch Patti Saris thinks she runs immigration policy,Causal_Oversimplification
711716996,"Tellingly, these asylum applicants were the elite of Indonesian society, because their higher average IQ, than the rather dull Indonesians",Causal_Oversimplification
711716996,so the locals really are a dull lot,Loaded_Language
711716996,Red China,"Name_Calling,Labeling"
711716996,"Fortunately, elections have consequences, and the Obama Regime Administrative Amnesty, or parts of it, came to an inglorious end","Whataboutism,Straw_Men,Red_Herring"
711716996,decider-in-chief on who gets deported,"Exaggeration,Minimisation"
711716996,another bite at the apple,Loaded_Language
711716996,the country would not last long without an outside high IQ elite to run the country,Causal_Oversimplification
711716996,an 87 IQ is just about retarded,Loaded_Language
711716996,she has gone full rogue,Loaded_Language
711716996,pogrom,Loaded_Language
711716996,rather dull Indonesians,"Name_Calling,Labeling"
711716996,a dull lot,"Name_Calling,Labeling"
711716996,"fool even the credulous ""judges",Loaded_Language
711716996,inglorious,Loaded_Language
711716996,retarded,"Name_Calling,Labeling"
711716996,aliens,Repetition
711716996,illegal aliens,Repetition
711716996,illegal aliens,Repetition
711716996,aliens,Repetition
711716996,illegal aliens,Repetition
711622457,"don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom","Whataboutism,Straw_Men,Red_Herring"
711622457,We are doing just fine!”,Thought-terminating_Cliches
711622457,"don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom","Whataboutism,Straw_Men,Red_Herring"
711622457,We are doing just fine!,Thought-terminating_Cliches
711622457,British authorities want to ignore that and shoot the messenger,Causal_Oversimplification
711622457,and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’,Appeal_to_fear-prejudice
711622457,Islam] is a religion and is a belief system that mandates warfare against unbelievers…”,Appeal_to_fear-prejudice
711622457,"“If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”",Black-and-White_Fallacy
711622457,praised the murderer of a foe of Pakistan’s blasphemy laws,Loaded_Language
711622457,and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”,Appeal_to_fear-prejudice
711622457,defense of Britain and its values,Flag-Waving
711622457,destructive Radical Islamic Terrorism,Loaded_Language
711622457,I’m not sure we’re doing just fine,Doubt
711622457,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above",Appeal_to_fear-prejudice
715790840,lacking in any magisterial weight whatsoever—,Loaded_Language
